STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC : Min,TEMPERATURE ºC : Max,TEMPERATURE ºC : Mean,pH : Min : 6.5-8.5,pH : Max : 6.5-8.5,pH : Mean : 6.5-8.5,CONDUCTIVITY (µmhos/cm) : Min,CONDUCTIVITY (µmhos/cm) : Max,CONDUCTIVITY (µmhos/cm) : Mean,B.O.D. (mg/l) : Min : < 3 mg/l,B.O.D. (mg/l) : Max : < 3 mg/l,B.O.D. (mg/l) : Mean : < 3 mg/l,NITRATE- N+ NITRITE-N (mg/l) : Min,NITRATE- N+ NITRITE-N (mg/l) : Max,NITRATE- N+ NITRITE-N (mg/l) : Mean,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml
1875,MANDI-D/S OF MSW DUMPING SIOT,HIMACHAL PRADESH,19,24,22,7.5,7.9,7.7,283,615,449,3.2,20,12,2,3,2.5,49,130,90,170,920,545
1876,PARWANOO INDUSTRIAL AREA,HIMACHAL PRADESH,22,22,22,7.2,7.2,7.2,283,283,283,0.1,0.1,0.1,0.1,0,0,2,2,2,2,2,2
2634,HAND PUMP AT SHIMLA,HIMACHAL PRADESH,13,13,13,7.1,7.1,7.1,166,166,166,12,12,12,4.97,5,5,2,2,2,8,8,8
1877,BADDI INDUSTRIAL AREA,HIMACHAL PRADESH,NA,NA,NA,7,8.2,7.6,235,339,287,0.2,1,0.6,5.56,2,6,2,2,2,2,2,2
1878,BAROTIWALA INDUSTRIAL AREA,HIMACHAL PRADESH,NA,NA,NA,7.1,8.1,7.6,241,367,304,0.1,0.8,0.5,0,0,2,2,2,2,4,4,4
1879,NALAGARH INDUSTRIAL AREA,HIMACHAL PRADESH,NA,NA,NA,7.1,8.7,7.9,392,712,552,0.1,2,1.1,7.89,3,8,2,2,2,2,2,2
1880,KALA AMB INDUSTRIAL AREA,HIMACHAL PRADESH,16,28,21,6.7,7.2,7,327,438,393,0.8,0.8,0.8,0.16,0,2,1,2,2,3,4,4
1881,PAONTA SAHIB INDUSTRIAL AREA,HIMACHAL PRADESH,16,25,21,6.4,7.8,7.3,301,352,331,0.8,0.8,0.8,0.18,0,2,1,2,1,3,4,3
1882,MEHATPUR INDUSTRIAL AREA,HIMACHAL PRADESH,18,18,18,7.7,7.9,7.8,790,817,804,0.4,0.7,0.6,4.89,4,5,NA,NA,NA,NA,NA,NA
1883,UNA INDUSTRIAL AREA,HIMACHAL PRADESH,18,18,18,7.8,7.8,7.8,583,711,647,0.3,0.8,0.6,1.25,1,3,NA,NA,NA,NA,NA,NA
2628,HAND PUMP AT SHAMSHI,HIMACHAL PRADESH,15,17,16,6.8,7.8,7.3,210,711,427,1.6,2.8,2.1,1.98,0,3,2,2,2,2,2,2
2629,HAND PUMP AT MANDI TOWN,HIMACHAL PRADESH,18,20,19,7.5,8.6,7.9,372,511,464,2.8,3.2,3,0.762,0,2,2,2,2,2,2,2
2630,HAND PUMP AT HAMIRPUR TOWN,HIMACHAL PRADESH,17,18,18,7.1,7.5,7.3,769,1030,900,1,12,6.5,5.2,2,5,NA,NA,NA,NA,NA,NA
2631,HAND PUMP AT NADAUN TOWN,HIMACHAL PRADESH,17,18,18,6.4,6.9,6.7,687,755,721,0.4,12,6.2,5.1,4,5,NA,NA,NA,NA,NA,NA
2632,HAND PUMP AT BILASPUR TOWN,HIMACHAL PRADESH,18,20,19,7.6,8.6,8,430,809,655,2.8,3.2,3,6.59,2,7,2,2,2,2,2,2
2633,HAND PUMP AT RECONGPEO,HIMACHAL PRADESH,17,17,17,7.6,7.9,7.7,281,401,341,1.6,2,1.8,0.252,0,1,2,2,2,2,2,2
2635,HAND PUMP AT RAMPUR,HIMACHAL PRADESH,NA,NA,NA,8.4,8.4,8.4,100,100,100,NA,NA,NA,0.578,1,1,NA,NA,NA,NA,NA,NA
2636,HAND PUMP AT KANGRA TEMPLE/ TOWN,HIMACHAL PRADESH,18,18,18,6.9,7.1,7,660,683,672,0.5,6,3.3,2.4,0,2,NA,NA,NA,NA,NA,NA
2637,HAND PUMP AT JWALAJI TEMPLE,HIMACHAL PRADESH,15,18,17,6.8,7.6,7.2,1460,1660,1560,0.2,9,4.6,5.38,5,5,NA,NA,NA,NA,NA,NA
2638,HAND PUMP AT CHINTPURNI TEMPLE/ TOWN,HIMACHAL PRADESH,17,19,18,7.4,8.3,7.9,596,957,777,0.4,6,3.2,4.2,1,4,NA,NA,NA,NA,NA,NA
2639,HAND PUMP AT CHAMUNDA DEVI TEMPLE/ TOWN,HIMACHAL PRADESH,16,18,17,6,8,7,79,181,130,0.3,2,1.2,1.46,1,3,NA,NA,NA,NA,NA,NA
2640,HAND PUMP AT SANSARPUR TERRACE IA,HIMACHAL PRADESH,22,24,23,7.3,8,7.6,351,353,352,0.2,0.3,0.3,1.5,2,2,NA,NA,NA,NA,NA,NA
2641,HAND PUMP AT CHAMBA TOWN,HIMACHAL PRADESH,15,15,15,6.8,7.6,7.2,715,729,722,0.4,0.8,0.6,0,0,0,NA,NA,NA,NA,NA,NA
2642,HAND PUMP AT DALHOUSIE TOWN,HIMACHAL PRADESH,17,17,17,6.6,8.8,7.7,108,191,150,0.4,1.8,1.1,0,0,3,NA,NA,NA,NA,NA,NA
2644,HAND PUMP AT PARWANOO IA,HIMACHAL PRADESH,22,23,23,7.3,7.6,7.5,120,586,353,0.2,1,0.6,0.218,0,0,2,2,2,2,8,5
2645,HAND PUMP AT NAHAN,HIMACHAL PRADESH,16,24,19,7,7.5,7.3,366,441,396,0.8,0.8,0.8,0.19,0,2,2,2,2,2,9,5
2646,HAND PUMP AT KALA AMB,HIMACHAL PRADESH,15,24,20,6.7,7.9,7.4,268,1194,707,0.6,0.8,0.7,0.17,0,1,1,2,2,3,6,4
2647,HAND PUMP AT TAHLIWAL IA,HIMACHAL PRADESH,17,18,18,7.4,7.5,7.4,633,713,673,0.9,4.5,2.7,0.08,0,0,NA,NA,NA,NA,NA,NA
6,"WELL AT BARODA, GUJARAT",Gujarat,NA,NA,NA,NA,NA,NA,250,250,250,NA,NA,NA,0,0,0,NA,NA,NA,0,0,#DIV/0!
1948,BHAVNAGAR,Gujarat,28,28,28,7.3,7.3,7.3,72683,72683,72683,NA,NA,NA,1.812,2,2,221000,221000,221000,750,750,750
1949,AMRELI,Gujarat,28,28,28,7.7,7.7,7.7,57523,57523,57523,24,24,24,0.173,0,0,30,30,30,930,930,930
1950,JUNAGADH,Gujarat,29,30,29.5,7.5,7.6,7.5,41040,87790,64415,1,2,1.5,0.11,0,0,11,30,21,16000,170000,93000
1951,RAJKOT,Gujarat,27,27,27,8,8,8,48000,48000,48000,1,1,1,400,400,400,NA,NA,NA,1600,1600,1600
1952,SURENDRANAGAR,Gujarat,28,28,28,8.4,8.4,8.4,309,309,309,3,3,3,510.1,510,510,NA,NA,NA,3300,3300,3300
1953,JAMNAGAR,Gujarat,30,30,30,8,8,8,377,377,377,1,1,1,400,400,400,NA,NA,NA,1600,1600,1600
1954,BHUJ,Gujarat,26,29,28,7.6,7.7,7.6,286,312,299,1,1,1,380,370,380,9,9,9,1400,4900,3150
1955,PALANPUR,Gujarat,32,32,32,7.6,7.6,7.6,1230,1230,1230,1,1,1,330,330,330,NA,NA,NA,1700,1700,1700
1956,MEHSANA,Gujarat,26,32,28,7.5,8.5,8.1,295,977,431,1,2,1.5,440,1,440,4,280,68,4,221000,24939
1957,SIDDHPUR (DIST. PATAN),Gujarat,30,30,30,7.7,7.7,7.7,394,394,394,5,5,5,2.999,3,3,200,200,200,64,64,64
1958,HIMATNAGAR,Gujarat,26,26,26,7.8,7.8,7.8,424,424,424,1,1,1,2.81,3,3,200,200,200,4,4,4
1959,NADIAD,Gujarat,27,27,27,8.1,8.1,8.1,387,387,387,2,2,2,2.7,3,3,70,70,70,210,210,210
1960,DAHOD,Gujarat,30,30,30,7.8,7.8,7.8,444,444,444,1,1,1,3.74,4,4,210,210,210,93,93,93
1961,GODHARA,Gujarat,27,27,27,8.1,8.1,8.1,343,343,343,1,1,1,2.968,3,3,60,60,60,28,28,28
1962,VADODARA (INDUSTRIAL- NANDESAR),Gujarat,27,31,29,7.2,8.2,7.7,239,239,239,0.4,0.7,0.5,3.195,3,3,11,11,11,1500,2400,1950
1963,ANKLESHWAR (INDUSTRIAL AREA),Gujarat,28,29,29,7.5,8.1,7.8,270,305,288,0.8,18,9,3.144,3,5,23,460,242,210,430,320
1964,PANDESARA (INDUSTRIAL) SURAT,Gujarat,28,28,28,7,7,7,282,282,282,2,2,2,3.734,4,4,17,17,17,930,930,930
1965,"MORA - HAJIRA (INDUSTRIAL), HAJIRA",Gujarat,26,26,26,7.5,7.5,7.5,482,482,482,2,2,2,3.874,4,4,140,140,140,2400,2400,2400
1966,"GABHENI VILLAGE, SURAT (INDUSTRIAL)",Gujarat,NA,NA,NA,NA,NA,NA,303,303,303,NA,NA,NA,3.871,4,4,70,70,70,1500,1500,1500
1967,"ATUL VILLAGE, G.W. (VALSAD)",Gujarat,NA,NA,NA,NA,NA,NA,363,363,363,NA,NA,NA,6.02,6,6,4,4,4,1500,1500,1500
1968,"VAPI INDUSTRIAL AREA IN D/S, VAPI",Gujarat,NA,NA,NA,NA,NA,NA,295,295,295,NA,NA,NA,5.116,5,5,NA,NA,NA,750,750,750
1969,"SARIGAM VILLAGE (D/S OFINDUSTRIAL AREA), VAPI",Gujarat,NA,NA,NA,NA,NA,NA,304,330,317,NA,NA,NA,0.245,0,5,9,15,12,140,630,385
1970,"BOREWELL D/S TSDF SITE, GIDC INDL AREA, VAPI",Gujarat,NA,NA,NA,NA,NA,NA,244,576,410,NA,NA,NA,5.81,1,6,7,9,8,22,110,66
2083,BORE WELL OF CHHATRAL GIDC,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,2,4,2
2277,WELL AT VERNA INDI.ESTATE.(M/S CIPLA LIMITED),Goa,32,33,33,6.7,7.2,6.9,222,440,331,1,2.2,1.6,0.04,1.04,0.55,11,11,11,14,14,14
2278,WELL AT SANCOALE INDL.ESTATE,Goa,29,33,31,6.4,6.8,6.6,109,248,179,0.5,1,0.8,0.01,1.55,1,17,17,17,21,21,21
2279,"WELL AT ZUARI INDUSTRIES LTD, ZUARI NAGAR",Goa,32,33,33,6.6,6.8,6.7,257,268,263,0.8,0.9,0.9,0.141,1.26,0.79,NA,NA,NA,NA,NA,NA
2280,WELL AT KUDAI INDL. ESTATE(M/S CADILA HEALTHCARE LIMITED),Goa,30,32,31,5.1,5.9,5.5,206,239,222,0.4,0.6,0.5,0.21,1.54,1,NA,NA,NA,NA,NA,NA
2281,WELL AT CORLIM INDL. ESTATE,Goa,30,32,31,5.4,5.7,5.5,40,93,66,0.4,1.5,1,0.998,1.99,1.52,NA,NA,NA,560,560,560
2282,WELL AT PILERNE INDUSTRIAL ESTATE(M/S UNICHEM ),Goa,33,33,33,6.2,6.9,6.5,173,266,220,0.7,0.7,0.7,0.491,3.26,2.25,NA,NA,NA,NA,NA,NA
3193,BORE WELL AT CUNCOLIM INDUSTRIAL ESTATE,Goa,31,36,34,6.2,6.8,6.5,288,570,429,0.5,0.5,0.5,0.035,0.25,0.15,2,2,2,13,13,13
3194,BORE WELL AT BETHORA INDUSTRIAL ESTATE,Goa,NA,NA,NA,NA,NA,NA,159,973,566,NA,NA,NA,0.327,1.05,1,450,450,450,180,680,430
3195,BORE WELL AT MADKAIM INDUSTRIAL ESTATE,Goa,31,32,32,5.2,6,5.6,60,135,98,0.4,1.4,0.9,0.828,1,0.98,NA,NA,NA,NA,NA,NA
1440,"WELL AT SOMNATH INDUSTRIAL ESTATE, DAMAN",Daman & Diu,29,32,30,6.9,7.3,7.1,899,1568,1324,NA,NA,NA,4.1,4,4,NA,NA,NA,NA,NA,NA
2448,"VILLAGE BHIMPORE,DAMAN","Daman, Diu, Dadra Nagar Haveli",29,31,30,6.8,6.8,6.8,765,885,825,6,6,6,7.9,10,8,NA,NA,NA,NA,NA,NA
2450,"VILLAGE DUNETHA,DAMAN","Daman, Diu, Dadra Nagar Haveli",30,30,30,7,7,7,624,624,624,NA,NA,NA,2.5,3,3,NA,NA,NA,NA,NA,NA
2451,"VILLAGE DABHEL,DAMAN","Daman, Diu, Dadra Nagar Haveli",31,31,31,7,7,7,1639,1639,1639,12,12,12,5.4,5,5,NA,NA,NA,NA,NA,NA
2452,"VILLAGE KACHIGAM,DAMAN","Daman, Diu, Dadra Nagar Haveli",31,31,31,7.2,7.2,7.2,1383,1383,1383,8,8,8,15.4,15,15,NA,NA,NA,NA,NA,NA
2453,"VILLAGE KHANVEL,  DADRA","Daman, Diu, Dadra Nagar Haveli",32,32,32,6.7,6.7,6.7,485,485,485,NA,NA,NA,0.9,1,1,NA,NA,NA,NA,NA,NA
2455,"VILLAGE MASAT,  DADRA","Daman, Diu, Dadra Nagar Haveli",31,31,31,6.7,6.7,6.7,2942,2942,2942,NA,NA,NA,1.1,1,1,NA,NA,NA,NA,NA,NA
2458,"VILLAGE,  DADRA","Daman, Diu, Dadra Nagar Haveli",31,31,31,7.2,7.2,7.2,2656,2656,2656,NA,NA,NA,0.5,1,0.75,NA,NA,NA,NA,NA,NA
1620,"AT RAIPUR REGION, CHHATISSGARH",Chhattisgarh,22,34,28,7.4,8,7.8,468,696,568,0.2,0.6,0.4,1,3,1,NA,NA,NA,2,4,3
1621,"AT RAIPUR REGION,CHHATISSGARH",Chhattisgarh,24,34,28,7.1,7.8,7.6,460,585,513,0.4,1,0.7,1.1,2,1,NA,NA,NA,4,11,7
1622,"AT BILASPUR REGION, CHHATISSGARH",Chhattisgarh,29,30,29,7.5,7.8,7.7,572,670,621,NA,NA,NA,1.2,2,2,NA,NA,NA,6,8,7
